Level,Date and Time,Source,Event ID,Task Category
Information,11/14/2021 4:55:57 AM,Microsoft-Windows-MSDTC 2,4202,TM,"MSDTC started with the following settings: Security Configuration (OFF = 0 and ON = 1): Allow Remote Administrator = 0, Network Clients = 0, Transaction Manager Communication:  Allow Inbound Transactions = 0, Allow Outbound Transactions = 0, Transaction Internet Protocol (TIP) = 0,  Enable XA Transactions = 0,  Enable SNA LU 6.2 Transactions = 1,  MSDTC Communications Security = Mutual Authentication Required, Account = NT AUTHORITY\NetworkService,  Firewall Exclusion Detected = 0 Transaction Bridge Installed = 0 Filtering Duplicate Events = 1"
Information,11/14/2021 4:55:50 AM,edgeupdate,0,None,Service stopped.
Information,11/14/2021 4:55:35 AM,Microsoft-Windows-WMI,5617,None,Windows Management Instrumentation Service subsystems initialized successfully
Information,11/14/2021 4:54:47 AM,Microsoft-Windows-WMI,5611,None,The Windows Management Instrumentation service has detected an inconsistent system shutdown.
Information,11/14/2021 1:53:45 PM,Microsoft-Windows-WMI,5615,None,Windows Management Instrumentation Service started sucessfully
Information,11/14/2021 1:53:50 PM,tvnserver,257,None,Service has been started successfully
Information,11/14/2021 1:53:25 PM,Microsoft-Windows-User Profiles Service,1531,None,"The User Profile Service has started successfully.  

"
Information,11/14/2021 4:27:16 AM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-10-21T12:27:15Z. Reason: RulesEngine.
Information,11/14/2021 4:26:45 AM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,11/14/2021 4:20:40 AM,Desktop Window Manager,9027,None,The Desktop Window Manager has registered the session port.
Information,11/14/2021 4:19:21 AM,edgeupdate,0,None,Service stopped.
Information,11/14/2021 4:16:31 AM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-10-21T12:16:31Z. Reason: RulesEngine.
Information,11/14/2021 4:15:19 AM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,11/13/2021 6:40:50 PM,tvnserver,257,None,The client 192.168.137.1 has disconnected
Information,11/13/2021 6:40:30 PM,tvnserver,257,None,Authentication passed by 192.168.137.1
Information,11/13/2021 6:32:14 PM,MsiInstaller,1033,None,Windows Installer installed the product. Product Name: TightVNC. Product Version: 2.8.63.0. Product Language: 1033. Manufacturer: GlavSoft LLC.. Installation success or error status: 0.
Information,11/13/2021 6:32:14 PM,MsiInstaller,11707,None,Product: TightVNC -- Installation completed successfully.
Information,11/13/2021 6:32:13 PM,Microsoft-Windows-RestartManager,10001,None,Ending session 0 started ‎2021‎-‎11‎-‎14T02:31:42.520240700Z.
Information,11/13/2021 6:32:13 PM,MsiInstaller,1042,None,Ending a Windows Installer transaction: C:\Users\Administrator\Downloads\tightvnc-2.8.63-gpl-setup-64bit.msi. Client Process Id: 1256.
Information,11/13/2021 6:31:54 PM,tvnserver,257,None,Service has been started successfully
Information,11/13/2021 6:31:42 PM,Microsoft-Windows-RestartManager,10000,None,Starting session 0 - ‎2021‎-‎11‎-‎14T02:31:42.520240700Z.
Information,11/13/2021 6:31:41 PM,MsiInstaller,1040,None,Beginning a Windows Installer transaction: C:\Users\Administrator\Downloads\tightvnc-2.8.63-gpl-setup-64bit.msi. Client Process Id: 1256.
Information,11/13/2021 6:31:00 PM,Microsoft-Windows-CAPI2,4097,None,"Successful auto update of third-party root certificate:: Subject: <CN=DigiCert Assured ID Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US> Sha1 thumbprint: <0563B8630D62D75ABBC8AB1E4BDFB5A899B24D43>."
Information,11/13/2021 6:19:03 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-10-21T02:19:03Z. Reason: RulesEngine.
Information,11/13/2021 6:18:29 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,11/13/2021 6:12:04 PM,Microsoft-Windows-LoadPerf,1000,None,Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data in the data section contains the new index values assigned to this service.
Information,11/13/2021 6:12:04 PM,Microsoft-Windows-LoadPerf,1001,None,Performance counters for the WmiApRpl (WmiApRpl) service were removed successfully. The Record Data contains the new values of the system Last Counter and Last Help registry entries.
Information,11/13/2021 6:10:53 PM,Microsoft-Windows-Security-SPP,903,None,"The Software Protection service has stopped.
"
Information,11/13/2021 6:10:53 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-10-21T02:10:52Z. Reason: RulesEngine.
Information,11/13/2021 6:10:22 PM,Microsoft-Windows-Security-SPP,902,None,"The Software Protection service has started.
10.0.20348.169"
Information,11/13/2021 6:10:22 PM,Microsoft-Windows-Security-SPP,1003,None,"The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 1ea11e95-b7b5-49f8-b3b8-164805630e84, 1, 1 [(0 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)( 2 0x00000000 0 0 msft:rm/algorithm/hwid/4.0 0x00000000 0)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])(1 )(2 )(3 )]
2: 22105925-48c3-4ff4-a294-f654bb27e390, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 27c4e172-0f4c-4a2d-86f0-ebfd77a583ce, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 3f1a0b3b-cefc-48e4-8502-53299ec06146, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
5: 661f7658-7035-4b4c-9f35-010682943ec2, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 716317e3-9177-41f8-a772-361050bb1b7f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 8f97e374-1be6-46d5-bb24-61f9d6400caf, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 929d118a-4950-4d06-9ff1-ecd794f7d740, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 9bd77860-9b31-4b7b-96ad-2564017315bf, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: b1c68fb2-b632-47a2-8719-488cc128b728, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: ce624156-a391-4585-93f9-7fb37405fbda, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: e73aabfa-12bc-4705-b551-2dd076bebc7d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: ffa0a98f-b13f-4433-91f4-8aff126ed407, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
Information,11/13/2021 6:10:22 PM,Microsoft-Windows-Security-SPP,1066,None,"Initialization status for service objects.
C:\Windows\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/inherited/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/pkey/detect, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/ActionScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/statecollector/pkey, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/activationinfo/1.0, 0x00000000, 0x00000000
"
Information,11/13/2021 6:10:21 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,11/13/2021 6:10:12 PM,Microsoft-Windows-Security-SPP,900,None,"The Software Protection service is starting.
Parameters:<explicit>"
Information,11/13/2021 6:10:08 PM,Microsoft-Windows-MSDTC 2,4202,TM,"MSDTC started with the following settings: Security Configuration (OFF = 0 and ON = 1): Allow Remote Administrator = 0, Network Clients = 0, Transaction Manager Communication:  Allow Inbound Transactions = 0, Allow Outbound Transactions = 0, Transaction Internet Protocol (TIP) = 0,  Enable XA Transactions = 0,  Enable SNA LU 6.2 Transactions = 1,  MSDTC Communications Security = Mutual Authentication Required, Account = NT AUTHORITY\NetworkService,  Firewall Exclusion Detected = 0 Transaction Bridge Installed = 0 Filtering Duplicate Events = 1"
Information,11/13/2021 6:10:00 PM,edgeupdate,0,None,Service stopped.
Information,11/13/2021 6:09:10 PM,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.
Information,11/13/2021 6:09:03 PM,Microsoft-Windows-Winlogon,6003,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a critical notification event.
Information,11/13/2021 6:08:58 PM,Microsoft-Windows-WMI,5617,None,Windows Management Instrumentation Service subsystems initialized successfully
Information,11/13/2021 6:07:54 PM,Microsoft-Windows-WMI,5615,None,Windows Management Instrumentation Service started sucessfully
Information,11/13/2021 6:07:45 PM,Microsoft-Windows-User Profiles Service,1531,None,"The User Profile Service has started successfully.  

"
Information,11/13/2021 6:07:46 PM,Desktop Window Manager,9027,None,The Desktop Window Manager has registered the session port.
Information,11/13/2021 6:06:42 PM,Microsoft-Windows-User Profiles Service,1532,None,"The User Profile Service has stopped.  

"
Information,11/13/2021 6:06:36 PM,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.
Information,11/13/2021 6:06:36 PM,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <WSearch> was unavailable to handle a notification event.
Information,11/13/2021 6:01:21 PM,Windows Error Reporting,1001,None,"Fault bucket 2027059338751658370, type 5
Event Name: RADAR_PRE_LEAK_64
Response: Not available
Cab Id: 0

Problem signature:
P1: msedge.exe
P2: 95.0.1020.44
P3: 10.0.20348.2.0.0
P4: 
P5: 
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Users\ADMINI~1\AppData\Local\Temp\RDR3AC0.tmp\empty.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.27e24cef-6016-4064-9524-405aca56fa92.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.14ba3d08-7c8a-48d4-a2f8-be249ede2827.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.1fb09a69-ec52-425a-8d45-4e121feac1c1.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.2d331ad6-bfcd-497f-b9f4-48bedd391e51.tmp.txt

These files may be available here:


Analysis symbol: 
Rechecking for solution: 0
Report Id: a58d8251-0646-4b29-8b51-a390e931ee9b
Report Status: 268435456
Hashed bucket: fb71ffaee39d58a86c218fba90ee4982
Cab Guid: 0"
Information,11/13/2021 5:50:24 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-10-21T01:50:23Z. Reason: RulesEngine.
Information,11/13/2021 5:49:42 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,11/13/2021 5:43:07 PM,Microsoft-Windows-LoadPerf,1000,None,Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data in the data section contains the new index values assigned to this service.
Information,11/13/2021 5:43:07 PM,Microsoft-Windows-LoadPerf,1001,None,Performance counters for the WmiApRpl (WmiApRpl) service were removed successfully. The Record Data contains the new values of the system Last Counter and Last Help registry entries.
Information,11/13/2021 5:41:52 PM,Microsoft-Windows-Security-SPP,903,None,"The Software Protection service has stopped.
"
Information,11/13/2021 5:41:52 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-10-21T01:41:51Z. Reason: RulesEngine.
Information,11/13/2021 5:41:21 PM,Microsoft-Windows-Security-SPP,902,None,"The Software Protection service has started.
10.0.20348.169"
Information,11/13/2021 5:41:21 PM,Microsoft-Windows-Security-SPP,1003,None,"The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 1ea11e95-b7b5-49f8-b3b8-164805630e84, 1, 1 [(0 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)( 2 0x00000000 0 0 msft:rm/algorithm/hwid/4.0 0x00000000 0)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])(1 )(2 )(3 )]
2: 22105925-48c3-4ff4-a294-f654bb27e390, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 27c4e172-0f4c-4a2d-86f0-ebfd77a583ce, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 3f1a0b3b-cefc-48e4-8502-53299ec06146, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
5: 661f7658-7035-4b4c-9f35-010682943ec2, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 716317e3-9177-41f8-a772-361050bb1b7f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 8f97e374-1be6-46d5-bb24-61f9d6400caf, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 929d118a-4950-4d06-9ff1-ecd794f7d740, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 9bd77860-9b31-4b7b-96ad-2564017315bf, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: b1c68fb2-b632-47a2-8719-488cc128b728, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: ce624156-a391-4585-93f9-7fb37405fbda, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: e73aabfa-12bc-4705-b551-2dd076bebc7d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: ffa0a98f-b13f-4433-91f4-8aff126ed407, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
Information,11/13/2021 5:41:21 PM,Microsoft-Windows-Security-SPP,1066,None,"Initialization status for service objects.
C:\Windows\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/inherited/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/pkey/detect, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/ActionScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/statecollector/pkey, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/activationinfo/1.0, 0x00000000, 0x00000000
"
Information,11/13/2021 5:41:20 PM,Microsoft-Windows-Security-SPP,16394,None,Offline downlevel migration succeeded.
Information,11/13/2021 5:41:19 PM,Microsoft-Windows-Security-SPP,900,None,"The Software Protection service is starting.
Parameters:<explicit>"
Information,11/13/2021 5:41:18 PM,Microsoft-Windows-MSDTC 2,4202,TM,"MSDTC started with the following settings: Security Configuration (OFF = 0 and ON = 1): Allow Remote Administrator = 0, Network Clients = 0, Transaction Manager Communication:  Allow Inbound Transactions = 0, Allow Outbound Transactions = 0, Transaction Internet Protocol (TIP) = 0,  Enable XA Transactions = 0,  Enable SNA LU 6.2 Transactions = 1,  MSDTC Communications Security = Mutual Authentication Required, Account = NT AUTHORITY\NetworkService,  Firewall Exclusion Detected = 0 Transaction Bridge Installed = 0 Filtering Duplicate Events = 1"
Information,11/13/2021 5:41:18 PM,edgeupdate,0,None,Service stopped.
Information,11/13/2021 5:40:13 PM,FreeSSHDService,0,None,The operation completed successfully. 
Information,11/13/2021 5:40:05 PM,Microsoft-Windows-WMI,5617,None,Windows Management Instrumentation Service subsystems initialized successfully
Information,11/13/2021 5:39:52 PM,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.
Information,11/13/2021 5:39:45 PM,Microsoft-Windows-Winlogon,6003,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a critical notification event.
Information,11/13/2021 5:39:18 PM,FreeSSHDService,0,None,The operation completed successfully. 
Information,11/13/2021 5:38:59 PM,Microsoft-Windows-WMI,5615,None,Windows Management Instrumentation Service started sucessfully
Information,11/13/2021 5:38:50 PM,Microsoft-Windows-User Profiles Service,1531,None,"The User Profile Service has started successfully.  

"
Information,11/13/2021 5:38:53 PM,Desktop Window Manager,9027,None,The Desktop Window Manager has registered the session port.
Information,11/13/2021 5:37:49 PM,Microsoft-Windows-User Profiles Service,1532,None,"The User Profile Service has stopped.  

"
Information,11/13/2021 5:37:49 PM,Microsoft-Windows-MSDTC,4111,SVC,The MS DTC service is stopping.
Information,11/13/2021 5:37:43 PM,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.
Information,11/13/2021 5:37:43 PM,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <WSearch> was unavailable to handle a notification event.
Information,11/13/2021 5:37:00 PM,Microsoft-Windows-Security-SPP,903,None,"The Software Protection service has stopped.
"
Information,11/13/2021 5:37:00 PM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2121-10-21T01:37:00Z. Reason: RulesEngine.
Information,11/13/2021 5:36:30 PM,Microsoft-Windows-Security-SPP,902,None,"The Software Protection service has started.
10.0.20348.169"
Information,11/13/2021 5:36:30 PM,Microsoft-Windows-Security-SPP,1003,None,"The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 1ea11e95-b7b5-49f8-b3b8-164805630e84, 1, 1 [(0 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)( 2 0x00000000 0 0 msft:rm/algorithm/hwid/4.0 0x00000000 0)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])(1 )(2 )(3 )]
2: 22105925-48c3-4ff4-a294-f654bb27e390, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 27c4e172-0f4c-4a2d-86f0-ebfd77a583ce, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 3f1a0b3b-cefc-48e4-8502-53299ec06146, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
5: 661f7658-7035-4b4c-9f35-010682943ec2, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 716317e3-9177-41f8-a772-361050bb1b7f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 8f97e374-1be6-46d5-bb24-61f9d6400caf, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 929d118a-4950-4d06-9ff1-ecd794f7d740, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 9bd77860-9b31-4b7b-96ad-2564017315bf, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: b1c68fb2-b632-47a2-8719-488cc128b728, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: ce624156-a391-4585-93f9-7fb37405fbda, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: e73aabfa-12bc-4705-b551-2dd076bebc7d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: ffa0a98f-b13f-4433-91f4-8aff126ed407, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
Information,11/13/2021 5:36:29 PM,Microsoft-Windows-Security-SPP,1066,None,"Initialization status for service objects.
C:\Windows\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/inherited/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/pkey/detect, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/ActionScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/statecollector/pkey, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/activationinfo/1.0, 0x00000000, 0x00000000
"
